Pollster,Lab,Con,LD,Other,nsize,date,na,rcon,rlab,rld,roth,time
YouGov,40,42,11,7,1955,2010-10-06,FALSE,37.8,31.2,8.1,23,-12885
YouGov,39,43,11,7,2057,2010-10-05,FALSE,37.8,31.2,8.1,23,-12884
YouGov,39,41,12,8,2108,2010-10-04,FALSE,37.8,31.2,8.1,23,-12883
YouGov,41,39,11,8,1796,2010-10-01,FALSE,37.8,31.2,8.1,23,-12880
Angus Reid,38,35,16,18,2004,2010-10-01,FALSE,37.8,31.2,8.1,23,-12880
ComRes,36,39,15,17,2035,2010-10-01,FALSE,37.8,31.2,8.1,23,-12880
YouGov,39,41,12,8,3127,2010-09-30,FALSE,37.8,31.2,8.1,23,-12879
YouGov,39,41,12,9,1916,2010-09-29,FALSE,37.8,31.2,8.1,23,-12878
ICM,37,35,18,10,1005,2010-09-29,FALSE,37.8,31.2,8.1,23,-12878
YouGov,40,41,12,8,1896,2010-09-28,FALSE,37.8,31.2,8.1,23,-12877
YouGov,40,39,12,9,1948,2010-09-27,FALSE,37.8,31.2,8.1,23,-12876
YouGov,38,39,15,9,1905,2010-09-24,FALSE,37.8,31.2,8.1,23,-12873
YouGov,37,41,13,8,2013,2010-09-23,FALSE,37.8,31.2,8.1,23,-12872
YouGov,36,43,14,7,1649,2010-09-22,FALSE,37.8,31.2,8.1,23,-12871
YouGov,39,39,13,8,1963,2010-09-21,FALSE,37.8,31.2,8.1,23,-12870
YouGov,38,42,11,8,2156,2010-09-20,FALSE,37.8,31.2,8.1,23,-12869
Opinium,35,37,13,45,0,2010-09-17,TRUE,37.8,31.2,8.1,23,-12866
YouGov,39,41,13,7,1984,2010-09-17,FALSE,37.8,31.2,8.1,23,-12866
ComRes,35,37,15,39,2028,2010-09-16,FALSE,37.8,31.2,8.1,23,-12865
YouGov,38,41,12,9,1996,2010-09-16,FALSE,37.8,31.2,8.1,23,-12865
YouGov,39,42,12,7,1971,2010-09-15,FALSE,37.8,31.2,8.1,23,-12864
YouGov,39,40,12,9,1913,2010-09-14,FALSE,37.8,31.2,8.1,23,-12863
YouGov,38,41,12,9,2108,2010-09-13,FALSE,37.8,31.2,8.1,23,-12862
Populus,37,39,14,9,1508,2010-09-12,FALSE,37.8,31.2,8.1,23,-12861
Ipsos MORI,37,37,15,11,1004,2010-09-12,FALSE,37.8,31.2,8.1,23,-12861
YouGov,38,42,14,6,1858,2010-09-10,FALSE,37.8,31.2,8.1,23,-12859
YouGov,37,42,14,8,1948,2010-09-09,FALSE,37.8,31.2,8.1,23,-12858
YouGov,38,43,12,7,1967,2010-09-08,FALSE,37.8,31.2,8.1,23,-12857
YouGov,38,42,13,8,2089,2010-09-07,FALSE,37.8,31.2,8.1,23,-12856
YouGov,37,42,13,8,2089,2010-09-06,FALSE,37.8,31.2,8.1,23,-12855
ComRes,34,38,18,30,1000,2010-09-05,FALSE,37.8,31.2,8.1,23,-12854
YouGov,37,42,12,9,1849,2010-09-03,FALSE,37.8,31.2,8.1,23,-12852
YouGov,37,42,12,27,0,2010-09-02,TRUE,37.8,31.2,8.1,23,-12851
YouGov,37,43,12,8,1923,2010-09-01,FALSE,37.8,31.2,8.1,23,-12850
YouGov,38,43,11,8,1548,2010-08-31,FALSE,37.8,31.2,8.1,23,-12849
YouGov,37,41,13,8,1872,2010-08-27,FALSE,37.8,31.2,8.1,23,-12845
YouGov,37,42,12,9,2046,2010-08-26,FALSE,37.8,31.2,8.1,23,-12844
YouGov,37,42,12,8,2030,2010-08-25,FALSE,37.8,31.2,8.1,23,-12843
YouGov,38,41,13,8,2011,2010-08-24,FALSE,37.8,31.2,8.1,23,-12842
YouGov,39,41,12,9,2088,2010-08-23,FALSE,37.8,31.2,8.1,23,-12841
YouGov,38,41,12,8,1953,2010-08-20,FALSE,37.8,31.2,8.1,23,-12838
YouGov,37,41,14,8,1970,2010-08-19,FALSE,37.8,31.2,8.1,23,-12837
YouGov,36,44,12,7,2095,2010-08-18,FALSE,37.8,31.2,8.1,23,-12836
YouGov,37,42,14,8,2059,2010-08-17,FALSE,37.8,31.2,8.1,23,-12835
YouGov,37,41,15,8,2125,2010-08-16,FALSE,37.8,31.2,8.1,23,-12834
ICM,37,37,18,8,1001,2010-08-15,FALSE,37.8,31.2,8.1,23,-12833
ComRes,33,39,15,13,939,2010-08-15,FALSE,37.8,31.2,8.1,23,-12833
Opinium,30,39,16,45,0,2010-08-13,TRUE,37.8,31.2,8.1,23,-12831
YouGov,37,42,13,7,1865,2010-08-13,FALSE,37.8,31.2,8.1,23,-12831
YouGov,37,42,14,8,2000,2010-08-12,FALSE,37.8,31.2,8.1,23,-12830
YouGov,37,41,15,8,1940,2010-08-11,FALSE,37.8,31.2,8.1,23,-12829
YouGov,38,42,14,8,2008,2010-08-10,FALSE,37.8,31.2,8.1,23,-12828
YouGov,36,40,15,9,2241,2010-08-09,FALSE,37.8,31.2,8.1,23,-12827
ComRes,33,39,16,13,1004,2010-08-08,FALSE,37.8,31.2,8.1,23,-12826
YouGov,36,42,13,8,1906,2010-08-06,FALSE,37.8,31.2,8.1,23,-12824
YouGov,36,44,13,21,0,2010-08-05,TRUE,37.8,31.2,8.1,23,-12823
YouGov,36,42,13,9,2137,2010-08-04,FALSE,37.8,31.2,8.1,23,-12822
YouGov,36,41,13,9,2101,2010-08-03,FALSE,37.8,31.2,8.1,23,-12821
YouGov,38,42,12,8,2216,2010-08-02,FALSE,37.8,31.2,8.1,23,-12820
YouGov,38,42,12,7,1885,2010-07-30,FALSE,37.8,31.2,8.1,23,-12817
YouGov,36,42,14,8,1900,2010-07-28,FALSE,37.8,31.2,8.1,23,-12815
YouGov,37,42,14,7,2028,2010-07-27,FALSE,37.8,31.2,8.1,23,-12814
YouGov,35,42,15,8,2143,2010-07-26,FALSE,37.8,31.2,8.1,23,-12813
ICM,34,38,19,8,1009,2010-07-25,FALSE,37.8,31.2,8.1,23,-12812
Ipsos MORI,38,40,14,24,1009,2010-07-25,FALSE,37.8,31.2,8.1,23,-12812
YouGov,36,41,14,9,1891,2010-07-23,FALSE,37.8,31.2,8.1,23,-12810
YouGov,35,43,15,7,2104,2010-07-22,FALSE,37.8,31.2,8.1,23,-12809
YouGov,35,44,13,7,2101,2010-07-21,FALSE,37.8,31.2,8.1,23,-12808
YouGov,35,43,14,7,2143,2010-07-20,FALSE,37.8,31.2,8.1,23,-12807
YouGov,35,42,15,8,2007,2010-07-19,FALSE,37.8,31.2,8.1,23,-12806
YouGov,37,40,15,7,2023,2010-07-16,FALSE,37.8,31.2,8.1,23,-12803
YouGov,34,43,15,10,1620,2010-07-15,FALSE,37.8,31.2,8.1,23,-12802
YouGov,34,43,15,9,2185,2010-07-14,FALSE,37.8,31.2,8.1,23,-12801
YouGov,35,42,15,10,2173,2010-07-13,FALSE,37.8,31.2,8.1,23,-12800
YouGov,35,42,15,10,2227,2010-07-12,FALSE,37.8,31.2,8.1,23,-12799
Opinium,34,38,16,36,0,2010-07-09,TRUE,37.8,31.2,8.1,23,-12796
YouGov,34,42,17,8,2019,2010-07-09,FALSE,37.8,31.2,8.1,23,-12796
YouGov,35,42,16,8,2165,2010-07-08,FALSE,37.8,31.2,8.1,23,-12795
YouGov,36,40,17,8,2731,2010-07-07,FALSE,37.8,31.2,8.1,23,-12794
YouGov,35,41,16,9,2214,2010-07-06,FALSE,37.8,31.2,8.1,23,-12793
YouGov,36,41,15,9,1972,2010-07-06,FALSE,37.8,31.2,8.1,23,-12793
YouGov,36,40,16,8,1424,2010-07-05,FALSE,37.8,31.2,8.1,23,-12792
Opinium,33,37,18,36,0,2010-07-02,TRUE,37.8,31.2,8.1,23,-12789
YouGov,36,41,16,7,2233,2010-07-02,FALSE,37.8,31.2,8.1,23,-12789
YouGov,35,42,16,21,0,2010-07-01,TRUE,37.8,31.2,8.1,23,-12788
YouGov,36,42,15,6,2138,2010-06-30,FALSE,37.8,31.2,8.1,23,-12787
YouGov,36,42,15,7,1881,2010-06-29,FALSE,37.8,31.2,8.1,23,-12786
YouGov,35,42,16,7,1503,2010-06-28,FALSE,37.8,31.2,8.1,23,-12785
ComRes,31,40,18,11,1003,2010-06-27,FALSE,37.8,31.2,8.1,23,-12784
YouGov,36,43,16,6,2038,2010-06-25,FALSE,37.8,31.2,8.1,23,-12782
YouGov,34,43,17,15,0,2010-06-24,TRUE,37.8,31.2,8.1,23,-12781
ICM,35,41,16,7,1006,2010-06-24,FALSE,37.8,31.2,8.1,23,-12781
YouGov,34,42,17,7,1641,2010-06-23,FALSE,37.8,31.2,8.1,23,-12780
Populus,33,39,18,9,1003,2010-06-23,FALSE,37.8,31.2,8.1,23,-12780
YouGov,37,41,15,7,2295,2010-06-22,FALSE,37.8,31.2,8.1,23,-12779
YouGov,33,41,18,7,2042,2010-06-21,FALSE,37.8,31.2,8.1,23,-12778
Opinium,31,40,19,30,0,2010-06-18,TRUE,37.8,31.2,8.1,23,-12775
Ipsos MORI,31,39,19,12,1002,2010-06-20,FALSE,37.8,31.2,8.1,23,-12777
ICM,31,39,21,8,1000,2010-06-20,FALSE,37.8,31.2,8.1,23,-12777
YouGov,34,39,19,8,1491,2010-06-18,FALSE,37.8,31.2,8.1,23,-12775
ComRes,30,36,23,10,1004,2010-06-17,FALSE,37.8,31.2,8.1,23,-12774
YouGov,32,40,18,9,1482,2010-06-11,FALSE,37.8,31.2,8.1,23,-12768
Harris Interactive,30,36,25,27,1906,2010-06-09,FALSE,37.8,31.2,8.1,23,-12766
Opinium,28,42,19,33,0,2010-06-04,TRUE,37.8,31.2,8.1,23,-12761
ComRes,33,37,21,9,1000,2010-05-31,FALSE,37.8,31.2,8.1,23,-12757
ICM,32,39,21,8,1001,2010-05-23,FALSE,37.8,31.2,8.1,23,-12749
Opinium,29,38,21,36,0,2010-05-21,TRUE,37.8,31.2,8.1,23,-12747
YouGov,32,39,21,7,1477,2010-05-21,FALSE,37.8,31.2,8.1,23,-12747
YouGov,34,37,21,24,1489,2010-05-14,FALSE,37.8,31.2,8.1,23,-12740
ICM,33,38,21,9,1004,2010-05-13,FALSE,37.8,31.2,8.1,23,-12739
ComRes,34,38,21,7,1010,2010-05-13,FALSE,37.8,31.2,8.1,23,-12739
Ipsos MORI,36,44,7,13,1291,2017-06-07,FALSE,43.5,41,7.6,7.9,-15321
BMG,33,46,8,13,1199,2017-06-07,FALSE,43.5,41,7.6,7.9,-15321
Survation,40,41,8,11,2798,2017-06-07,FALSE,43.5,41,7.6,7.9,-15321
ICM,34,46,7,13,1532,2017-06-07,FALSE,43.5,41,7.6,7.9,-15321
YouGov,35,42,10,13,2130,2017-06-07,FALSE,43.5,41,7.6,7.9,-15321
ComRes,34,44,9,13,2051,2017-06-07,FALSE,43.5,41,7.6,7.9,-15321
Qriously,41,39,6,14,2213,2017-06-07,FALSE,43.5,41,7.6,7.9,-15321
Panelbase,36,44,7,13,3018,2017-06-07,FALSE,43.5,41,7.6,7.9,-15321
Kantar,38,43,7,12,2159,2017-06-07,FALSE,43.5,41,7.6,7.9,-15321
Opinium,36,43,8,13,3002,2017-06-06,FALSE,43.5,41,7.6,7.9,-15320
ICM,34,45,8,13,2000,2017-06-04,FALSE,43.5,41,7.6,7.9,-15318
Survation,39,40,8,13,1049,2017-06-03,FALSE,43.5,41,7.6,7.9,-15317
Survation,40,41,6,13,1103,2017-06-03,FALSE,43.5,41,7.6,7.9,-15317
YouGov,38,42,9,11,1989,2017-06-02,FALSE,43.5,41,7.6,7.9,-15316
ICM,34,45,9,12,2051,2017-06-02,FALSE,43.5,41,7.6,7.9,-15316
ComRes,35,47,8,10,2038,2017-06-02,FALSE,43.5,41,7.6,7.9,-15316
Norstat,35,39,8,18,1013,2017-06-01,FALSE,43.5,41,7.6,7.9,-15315
ORB,36,45,8,11,1656,2017-06-01,FALSE,43.5,41,7.6,7.9,-15315
Ipsos MORI,40,45,7,8,1046,2017-06-01,FALSE,43.5,41,7.6,7.9,-15315
Panelbase,36,44,7,13,1224,2017-06-01,FALSE,43.5,41,7.6,7.9,-15315
Opinium,37,43,6,14,2006,2017-05-31,FALSE,43.5,41,7.6,7.9,-15314
YouGov,39,42,7,12,1875,2017-05-31,FALSE,43.5,41,7.6,7.9,-15314
Kantar,33,43,11,13,1199,2017-05-30,FALSE,43.5,41,7.6,7.9,-15313
ICM,33,45,8,14,2002,2017-05-29,FALSE,43.5,41,7.6,7.9,-15312
Qriously,39,43,6,12,1153,2017-05-29,FALSE,43.5,41,7.6,7.9,-15312
Survation,37,43,8,12,1009,2017-05-27,FALSE,43.5,41,7.6,7.9,-15310
YouGov,36,43,9,12,2003,2017-05-26,FALSE,43.5,41,7.6,7.9,-15309
ICM,32,46,8,14,2044,2017-05-26,FALSE,43.5,41,7.6,7.9,-15309
ComRes,34,46,8,12,2024,2017-05-26,FALSE,43.5,41,7.6,7.9,-15309
ORB,38,44,7,11,1556,2017-05-25,FALSE,43.5,41,7.6,7.9,-15308
YouGov,38,43,10,9,2052,2017-05-25,FALSE,43.5,41,7.6,7.9,-15308
Opinium,35,45,7,13,2002,2017-05-24,FALSE,43.5,41,7.6,7.9,-15307
Panelbase,33,48,7,12,1019,2017-05-23,FALSE,43.5,41,7.6,7.9,-15306
Kantar,34,42,9,15,1200,2017-05-22,FALSE,43.5,41,7.6,7.9,-15305
ICM,33,47,9,11,2004,2017-05-21,FALSE,43.5,41,7.6,7.9,-15304
Survation,34,43,8,15,1034,2017-05-20,FALSE,43.5,41,7.6,7.9,-15303
Survation,34,46,8,12,1017,2017-05-20,FALSE,43.5,41,7.6,7.9,-15303
YouGov,35,44,9,12,1925,2017-05-19,FALSE,43.5,41,7.6,7.9,-15302
ORB,34,46,7,13,1551,2017-05-18,FALSE,43.5,41,7.6,7.9,-15301
Opinium,33,46,8,13,2003,2017-05-17,FALSE,43.5,41,7.6,7.9,-15300
YouGov,32,45,8,15,1861,2017-05-17,FALSE,43.5,41,7.6,7.9,-15300
Ipsos MORI,34,49,7,10,1053,2017-05-17,FALSE,43.5,41,7.6,7.9,-15300
Panelbase,33,47,7,13,1026,2017-05-15,FALSE,43.5,41,7.6,7.9,-15298
Kantar,29,47,8,16,1201,2017-05-15,FALSE,43.5,41,7.6,7.9,-15298
ICM,28,48,10,14,2030,2017-05-14,FALSE,43.5,41,7.6,7.9,-15297
GfK,28,48,7,17,1952,2017-05-14,FALSE,43.5,41,7.6,7.9,-15297
Survation,30,48,8,14,1016,2017-05-13,FALSE,43.5,41,7.6,7.9,-15296
YouGov,31,49,9,11,1630,2017-05-12,FALSE,43.5,41,7.6,7.9,-15295
ComRes,30,48,10,12,2007,2017-05-12,FALSE,43.5,41,7.6,7.9,-15295
Opinium,32,47,8,13,2003,2017-05-12,FALSE,43.5,41,7.6,7.9,-15295
ORB,32,46,8,14,1508,2017-05-11,FALSE,43.5,41,7.6,7.9,-15294
YouGov,30,46,11,13,1651,2017-05-10,FALSE,43.5,41,7.6,7.9,-15293
Panelbase,31,48,8,13,1027,2017-05-09,FALSE,43.5,41,7.6,7.9,-15292
Kantar,28,44,11,17,1201,2017-05-08,FALSE,43.5,41,7.6,7.9,-15291
ICM,27,49,9,15,2038,2017-05-07,FALSE,43.5,41,7.6,7.9,-15290
Survation,30,47,7,16,1005,2017-05-06,FALSE,43.5,41,7.6,7.9,-15289
YouGov,28,47,11,14,1644,2017-05-05,FALSE,43.5,41,7.6,7.9,-15288
ICM,28,46,10,16,2020,2017-05-05,FALSE,43.5,41,7.6,7.9,-15288
ORB,31,46,9,14,1550,2017-05-04,FALSE,43.5,41,7.6,7.9,-15287
Opinium,30,46,9,15,2005,2017-05-03,FALSE,43.5,41,7.6,7.9,-15286
YouGov,29,48,10,13,2066,2017-05-03,FALSE,43.5,41,7.6,7.9,-15286
Panelbase,30,47,10,13,1034,2017-05-02,FALSE,43.5,41,7.6,7.9,-15285
ICM,28,47,8,17,1970,2017-05-02,FALSE,43.5,41,7.6,7.9,-15285
Qriously,28,44,9,19,1240,2017-05-01,FALSE,43.5,41,7.6,7.9,-15284
Kantar,24,48,11,17,1205,2017-05-02,FALSE,43.5,41,7.6,7.9,-15285
YouGov,31,44,11,14,1612,2017-04-28,FALSE,43.5,41,7.6,7.9,-15281
ICM,28,47,9,16,2012,2017-04-28,FALSE,43.5,41,7.6,7.9,-15281
Opinium,30,47,8,15,2007,2017-04-28,FALSE,43.5,41,7.6,7.9,-15281
ORB,31,42,10,17,2093,2017-04-27,FALSE,43.5,41,7.6,7.9,-15280
YouGov,29,45,10,16,1590,2017-04-26,FALSE,43.5,41,7.6,7.9,-15279
Ipsos MORI,26,49,13,12,1004,2017-04-25,FALSE,43.5,41,7.6,7.9,-15278
ICM,27,48,10,15,2024,2017-04-24,FALSE,43.5,41,7.6,7.9,-15277
Panelbase,27,49,10,14,1026,2017-04-24,FALSE,43.5,41,7.6,7.9,-15277
Kantar,24,46,11,19,1196,2017-04-24,FALSE,43.5,41,7.6,7.9,-15277
Norstat,26,42,10,22,1036,2017-04-23,FALSE,43.5,41,7.6,7.9,-15276
Survation,29,40,11,20,2072,2017-04-22,FALSE,43.5,41,7.6,7.9,-15275
YouGov,25,48,12,15,1590,2017-04-21,FALSE,43.5,41,7.6,7.9,-15274
ICM,26,48,10,16,2027,2017-04-21,FALSE,43.5,41,7.6,7.9,-15274
ORB,29,44,8,19,1860,2017-04-20,FALSE,43.5,41,7.6,7.9,-15273
ComRes,25,50,11,14,2074,2017-04-20,FALSE,43.5,41,7.6,7.9,-15273
Opinium,26,45,11,18,2003,2017-04-20,FALSE,43.5,41,7.6,7.9,-15273
YouGov,25,44,12,19,12746,2017-04-20,FALSE,43.5,41,7.6,7.9,-15273
YouGov,24,48,12,16,1727,2017-04-19,FALSE,43.5,41,7.6,7.9,-15272
ICM,25,46,11,18,1000,2017-04-18,FALSE,43.5,41,7.6,7.9,-15271
ICM,26,44,10,20,2052,2017-04-17,FALSE,43.5,41,7.6,7.9,-15270
YouGov,23,44,12,21,2069,2017-04-13,FALSE,43.5,41,7.6,7.9,-15266
ComRes,25,46,11,18,2026,2017-04-13,FALSE,43.5,41,7.6,7.9,-15266
Opinium,29,38,7,26,2002,2017-04-13,FALSE,43.5,41,7.6,7.9,-15266
YouGov,25,42,11,22,1651,2017-04-06,FALSE,43.5,41,7.6,7.9,-15259
ICM,25,43,11,21,2005,2017-04-02,FALSE,43.5,41,7.6,7.9,-15255
YouGov,25,43,11,21,1957,2017-03-27,FALSE,43.5,41,7.6,7.9,-15249
YouGov,25,41,11,23,1627,2017-03-21,FALSE,43.5,41,7.6,7.9,-15243
ICM,26,45,9,20,2012,2017-03-19,FALSE,43.5,41,7.6,7.9,-15241
ComRes,25,42,12,21,2026,2017-03-17,FALSE,43.5,41,7.6,7.9,-15239
Opinium,28,41,8,23,2007,2017-03-17,FALSE,43.5,41,7.6,7.9,-15239
GfK,28,41,7,24,1938,2017-03-15,FALSE,43.5,41,7.6,7.9,-15237
YouGov,27,44,10,19,1631,2017-03-14,FALSE,43.5,41,7.6,7.9,-15236
Ipsos MORI,30,43,13,14,1032,2017-03-14,FALSE,43.5,41,7.6,7.9,-15236
YouGov,25,44,10,21,1598,2017-03-09,FALSE,43.5,41,7.6,7.9,-15231
ICM,28,44,8,20,1787,2017-03-05,FALSE,43.5,41,7.6,7.9,-15227
YouGov,25,42,11,22,1666,2017-02-28,FALSE,43.5,41,7.6,7.9,-15222
YouGov,25,41,11,23,2060,2017-02-22,FALSE,43.5,41,7.6,7.9,-15216
ICM,26,44,8,22,2028,2017-02-19,FALSE,43.5,41,7.6,7.9,-15213
Opinium,27,40,8,25,2004,2017-02-16,FALSE,43.5,41,7.6,7.9,-15210
Ipsos MORI,29,40,13,18,1014,2017-02-14,FALSE,43.5,41,7.6,7.9,-15208
YouGov,24,40,11,25,2052,2017-02-13,FALSE,43.5,41,7.6,7.9,-15207
ComRes,26,41,11,22,1218,2017-02-10,FALSE,43.5,41,7.6,7.9,-15204
YouGov,24,40,11,25,1984,2017-02-06,FALSE,43.5,41,7.6,7.9,-15200
ICM,27,42,10,21,1984,2017-02-05,FALSE,43.5,41,7.6,7.9,-15199
Opinium,30,37,8,25,2005,2017-02-01,FALSE,43.5,41,7.6,7.9,-15195
YouGov,26,40,11,23,1705,2017-01-31,FALSE,43.5,41,7.6,7.9,-15194
YouGov,24,40,10,26,1643,2017-01-24,FALSE,43.5,41,7.6,7.9,-15187
ICM,26,42,10,22,2052,2017-01-22,FALSE,43.5,41,7.6,7.9,-15185
YouGov,25,42,11,22,1654,2017-01-18,FALSE,43.5,41,7.6,7.9,-15181
Ipsos MORI,31,43,11,15,1132,2017-01-16,FALSE,43.5,41,7.6,7.9,-15179
Survation,29,38,10,23,1177,2017-01-13,FALSE,43.5,41,7.6,7.9,-15176
Opinium,30,38,7,25,2007,2017-01-12,FALSE,43.5,41,7.6,7.9,-15175
YouGov,28,39,11,22,1660,2017-01-10,FALSE,43.5,41,7.6,7.9,-15173
ICM,28,42,9,21,2000,2017-01-08,FALSE,43.5,41,7.6,7.9,-15171
YouGov,26,39,10,25,1740,2017-01-04,FALSE,43.5,41,7.6,7.9,-15167
YouGov,24,39,12,25,1595,2016-12-19,FALSE,43.5,41,7.6,7.9,-15151
Opinium,31,38,6,25,2000,2016-12-16,FALSE,43.5,41,7.6,7.9,-15148
Ipsos MORI,29,40,14,17,1003,2016-12-12,FALSE,43.5,41,7.6,7.9,-15144
ICM,27,41,9,23,2049,2016-12-11,FALSE,43.5,41,7.6,7.9,-15143
YouGov,25,42,11,22,1667,2016-12-05,FALSE,43.5,41,7.6,7.9,-15137
YouGov,27,39,9,25,1624,2016-11-29,FALSE,43.5,41,7.6,7.9,-15131
ICM,28,44,7,21,2009,2016-11-27,FALSE,43.5,41,7.6,7.9,-15129
YouGov,28,41,9,22,1693,2016-11-22,FALSE,43.5,41,7.6,7.9,-15124
ICM,28,42,9,21,2031,2016-11-20,FALSE,43.5,41,7.6,7.9,-15122
Opinium,29,41,7,23,2005,2016-11-18,FALSE,43.5,41,7.6,7.9,-15120
YouGov,28,42,8,22,1717,2016-11-15,FALSE,43.5,41,7.6,7.9,-15117
Ipsos MORI,33,42,10,15,1013,2016-11-14,FALSE,43.5,41,7.6,7.9,-15116
Opinium,32,40,6,22,2001,2016-11-04,FALSE,43.5,41,7.6,7.9,-15106
YouGov,27,41,10,22,1608,2016-11-01,FALSE,43.5,41,7.6,7.9,-15103
ICM,27,43,8,22,2040,2016-10-30,FALSE,43.5,41,7.6,7.9,-15101
YouGov,27,40,11,22,1655,2016-10-25,FALSE,43.5,41,7.6,7.9,-15096
BMG,28,42,8,22,1546,2016-10-24,FALSE,43.5,41,7.6,7.9,-15095
YouGov,26,42,8,24,1608,2016-10-20,FALSE,43.5,41,7.6,7.9,-15091
Ipsos MORI,29,47,7,17,1016,2016-10-17,FALSE,43.5,41,7.6,7.9,-15088
YouGov,28,42,9,21,1669,2016-10-12,FALSE,43.5,41,7.6,7.9,-15083
ICM,26,43,8,23,2017,2016-10-09,FALSE,43.5,41,7.6,7.9,-15080
YouGov,30,39,8,23,1658,2016-09-29,FALSE,43.5,41,7.6,7.9,-15070
ICM,26,41,8,25,2015,2016-09-23,FALSE,43.5,41,7.6,7.9,-15064
BMG,28,39,8,25,2026,2016-09-23,FALSE,43.5,41,7.6,7.9,-15064
YouGov,30,39,8,23,3285,2016-09-21,FALSE,43.5,41,7.6,7.9,-15062
YouGov,31,38,7,24,1732,2016-09-14,FALSE,43.5,41,7.6,7.9,-15055
Ipsos MORI,34,40,6,20,1000,2016-09-14,FALSE,43.5,41,7.6,7.9,-15055
ICM,27,41,8,24,2013,2016-09-11,FALSE,43.5,41,7.6,7.9,-15052
YouGov,29,40,7,24,1616,2016-09-05,FALSE,43.5,41,7.6,7.9,-15046
YouGov,30,38,7,25,1687,2016-08-31,FALSE,43.5,41,7.6,7.9,-15041
ICM,27,41,9,23,2040,2016-08-28,FALSE,43.5,41,7.6,7.9,-15038
YouGov,29,40,8,23,1660,2016-08-23,FALSE,43.5,41,7.6,7.9,-15033
Lord Ashcroft,31,40,7,22,8011,2016-08-22,FALSE,43.5,41,7.6,7.9,-15032
YouGov,30,38,9,23,1677,2016-08-17,FALSE,43.5,41,7.6,7.9,-15027
Ipsos MORI,34,45,7,14,1017,2016-08-15,FALSE,43.5,41,7.6,7.9,-15025
ICM,28,40,8,24,2010,2016-08-15,FALSE,43.5,41,7.6,7.9,-15025
YouGov,31,38,8,23,1692,2016-08-09,FALSE,43.5,41,7.6,7.9,-15019
Kantar,26,39,10,25,1199,2016-08-08,FALSE,43.5,41,7.6,7.9,-15018
YouGov,28,42,8,22,1722,2016-08-02,FALSE,43.5,41,7.6,7.9,-15012
YouGov,28,40,8,24,1680,2016-07-26,FALSE,43.5,41,7.6,7.9,-15005
ICM,27,43,8,22,2012,2016-07-24,FALSE,43.5,41,7.6,7.9,-15003
Opinium,31,37,6,26,2231,2016-07-22,FALSE,43.5,41,7.6,7.9,-15001
YouGov,29,40,9,22,1891,2016-07-18,FALSE,43.5,41,7.6,7.9,-14997
ICM,29,39,9,23,2027,2016-07-15,FALSE,43.5,41,7.6,7.9,-14994
Ipsos MORI,35,36,11,18,1021,2016-07-11,FALSE,43.5,41,7.6,7.9,-14990
ICM,30,38,8,24,2025,2016-07-10,FALSE,43.5,41,7.6,7.9,-14989
Survation,32,36,9,23,1008,2016-07-05,FALSE,43.5,41,7.6,7.9,-14984
ICM,30,37,8,25,1979,2016-07-03,FALSE,43.5,41,7.6,7.9,-14982
Opinium,29,34,7,30,2006,2016-06-30,FALSE,43.5,41,7.6,7.9,-14979
ICM,32,36,7,25,2001,2016-06-26,FALSE,43.5,41,7.6,7.9,-14975
Survation,32,32,9,27,1033,2016-06-25,FALSE,43.5,41,7.6,7.9,-14974
Opinium,30,34,6,30,3011,2016-06-22,FALSE,43.5,41,7.6,7.9,-14971
Opinium,30,34,6,30,2006,2016-06-17,FALSE,43.5,41,7.6,7.9,-14966
ComRes,29,34,8,29,2046,2016-06-16,FALSE,43.5,41,7.6,7.9,-14965
Ipsos MORI,34,35,9,22,1257,2016-06-14,FALSE,43.5,41,7.6,7.9,-14963
ICM,30,34,8,28,2001,2016-06-13,FALSE,43.5,41,7.6,7.9,-14962
ICM,33,34,9,24,1000,2016-06-13,FALSE,43.5,41,7.6,7.9,-14962
Opinium,32,35,4,29,2009,2016-06-10,FALSE,43.5,41,7.6,7.9,-14959
Opinium,30,34,6,30,2007,2016-06-03,FALSE,43.5,41,7.6,7.9,-14952
ICM,31,36,7,26,2052,2016-05-29,FALSE,43.5,41,7.6,7.9,-14947
ICM,32,36,7,25,1004,2016-05-29,FALSE,43.5,41,7.6,7.9,-14947
Opinium,30,35,5,30,2008,2016-05-19,FALSE,43.5,41,7.6,7.9,-14937
Ipsos MORI,34,36,8,22,1002,2016-05-16,FALSE,43.5,41,7.6,7.9,-14934
ICM,34,36,7,23,1002,2016-05-15,FALSE,43.5,41,7.6,7.9,-14933
ICM,32,34,7,27,2048,2016-05-15,FALSE,43.5,41,7.6,7.9,-14933
ComRes,30,36,8,26,2043,2016-05-12,FALSE,43.5,41,7.6,7.9,-14930
Opinium,30,38,5,27,2005,2016-04-29,FALSE,43.5,41,7.6,7.9,-14917
YouGov,33,30,6,31,1650,2016-04-26,FALSE,43.5,41,7.6,7.9,-14914
BMG,32,33,6,29,1375,2016-04-26,FALSE,43.5,41,7.6,7.9,-14914
Ipsos MORI,35,38,6,21,1026,2016-04-18,FALSE,43.5,41,7.6,7.9,-14906
ICM,33,38,7,22,1003,2016-04-17,FALSE,43.5,41,7.6,7.9,-14905
ICM,31,36,7,26,2008,2016-04-17,FALSE,43.5,41,7.6,7.9,-14905
